id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
3960763,Relax in Denver's Best Neighborhood Platt Park!,20525963,11,10,11.0,10.0,"Denver, CO",0,1,1,1,Platt Park,39.68769,-104.98715,Entire home,4,2.0,2 baths,2.0,2.0,254.5,2.0,8.0,1,0,0,0,85,30,0,0,0,0,0,0.0,2014-10-05,2024-09-15,4.3,4.43,4.13,4.69,4.83,4.79,4.1,2023-BFN-0013155,1,1,0,0,0.21,5.543222409643759,0.01668520578420467,-0.012289307321613197,0.4479187874536941,Medium,63.625,0,True,False,False,False,1
4000181,Loft Life! 2bed/1bath- Downtown near Union Station,20739244,11,9,11.0,9.0,"Denver, CO",1,2,1,1,Five Points,39.760994,-104.996796,Entire loft,4,1.0,1 bath,2.0,2.0,130.64,29.0,1125.0,1,0,0,0,94,23,2,0,0,3,116,15154.0,2014-09-07,2025-10-31,4.96,4.91,4.78,4.91,4.91,4.83,4.83,not listed,2,2,0,0,0.16,4.880070924075139,0.012791991101223582,-0.08294820735306953,-0.40491036188722734,Medium,32.66,0,True,False,False,False,1
4008654,Stylish 2BR Near Cheesman Park,20786016,11,9,11.0,7.0,"Denver, CO",0,1,1,1,Cheesman Park,39.73734,-104.96041,Entire condo,4,1.5,1.5 baths,2.0,3.0,152.33,3.0,31.0,1,4,6,10,164,23,15,5,79,0,105,15995.0,2014-12-29,2026-06-28,4.96,4.91,4.78,4.91,4.96,4.96,5.0,2026-BFN-0003350,1,1,0,0,0.16,5.0325924614482975,0.012791991101223582,-0.0705746279756895,-0.20876390695983235,Medium,38.0825,0,True,False,False,False,1
1087609,Private Denver condo near Capitol,5124037,13,4,13.0,4.0,"Denver, CO",0,2,1,1,Capitol Hill,39.73442,-104.98344,Entire condo,2,1.0,1 bath,,,66.4,29.0,1124.0,1,3,13,43,318,26,1,0,138,1,58,3851.0,2013-06-09,2025-08-20,4.42,4.54,4.2,4.76,4.8,4.76,4.44,not listed,2,2,0,0,0.16,4.210645017918261,0.014460511679644048,-0.11959545212959748,-1.2658085706954634,Medium,33.2,0,True,False,False,False,1
1220547,Sunny Southwest Exposure! Brooks Tower One-Bed 5A,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,57.53,30.0,1125.0,1,0,19,22,82,4,1,0,22,1,60,3452.0,2013-06-23,2025-08-16,4.75,5.0,5.0,5.0,4.75,5.0,5.0,not listed,29,29,0,0,0.03,4.069539443303129,0.002224694104560623,-0.12465555582149977,-1.447273816246561,Low,28.765,1,True,False,False,False,0
1223593,Sweet and sunny in Capitol Hill,6674631,13,0,13.0,0.0,"Denver, CO",0,3,1,1,Cheesman Park,39.73704,-104.96965,Private room in home,2,1.0,1 bath,,1.0,53.91,29.0,1125.0,1,30,60,90,365,160,0,0,185,0,0,0.0,2013-09-23,2024-05-14,4.7,4.74,4.62,4.87,4.9,4.86,4.76,not listed,3,0,3,0,1.03,4.005695481290781,0.08898776418242492,-0.12672067142067522,-1.5293787243986685,High,26.955,0,False,False,True,False,2
1223612,Suite of rooms in Capitol Hill,6674631,13,0,13.0,0.0,"Denver, CO",0,3,1,1,Cheesman Park,39.73165,-104.97057,Private room in home,2,1.0,1 shared bath,2.0,2.0,45.57,29.0,1125.0,1,30,60,90,365,190,0,0,185,2,0,0.0,2013-06-17,2025-05-25,4.7,4.7,4.52,4.9,4.84,4.84,4.73,not listed,3,0,3,0,1.2,3.840956556994286,0.10567296996662959,-0.13147842393369272,-1.741237039924647,High,22.785,0,False,False,True,False,2
1236000,Sunny studio! Brooks Tower 5B,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,,1.0,61.9,30.0,1125.0,1,0,4,4,54,14,1,0,4,1,60,3714.0,2013-06-20,2025-08-09,4.77,4.93,5.0,5.0,4.79,4.86,4.92,not listed,29,29,0,0,0.09,4.141546163706395,0.00778642936596218,-0.12216258478050619,-1.3546713996875583,Medium,30.95,1,True,False,False,False,1
1240215,Fully furnished downtown apt! Brooks Tower 5G,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,98.36,30.0,1125.0,1,27,34,34,34,7,0,0,34,0,0,0.0,2013-07-22,2024-07-31,4.71,5.0,5.0,4.43,4.29,4.71,4.71,not listed,29,29,0,0,0.04,4.598749618185169,0.00389321468298109,-0.10136310556892135,-0.7666964925296126,Low,49.18,1,True,False,False,False,0
1279362,City Living! Brooks Tower 5M,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,,1.0,51.36,30.0,700.0,1,1,1,27,208,11,0,0,30,0,0,0.0,2013-06-23,2023-08-19,4.73,4.91,4.18,4.82,4.55,4.91,4.64,not listed,29,29,0,0,0.07,3.9581429410416993,0.006117908787541713,-0.12817537992285682,-1.590532462770906,Medium,25.68,1,True,False,False,False,1
1279576,2x2 w/Private Balcony! Brooks Tower 5J,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,4,2.0,2 baths,2.0,2.0,98.95,30.0,1125.0,1,0,12,34,214,7,0,0,34,0,0,0.0,2013-07-16,2024-06-30,4.86,4.86,4.57,4.71,5.0,5.0,4.71,not listed,29,29,0,0,0.04,4.604670060946409,0.00389321468298109,-0.10102652595469111,-0.7590826572692405,Low,24.7375,1,True,False,False,False,0
4180622,Modern Guest House in Berkeley Lake,5416557,13,3,13.0,3.0,"Denver, CO",0,1,1,1,Berkeley,39.77658,-105.04629,Entire guesthouse,3,1.0,1 bath,2.0,2.0,154.86,30.0,120.0,1,29,59,89,89,240,0,0,89,0,0,0.0,2014-12-28,2024-07-24,4.93,4.95,4.97,4.94,4.96,4.93,4.88,not listed,1,1,0,0,1.71,5.048958168415415,0.13348164627363737,-0.06913132895195638,-0.18771720457755264,High,51.620000000000005,1,True,False,False,False,2
4236002,Modern Historic Denver Carriage House with Hot tub,21982508,11,8,11.0,8.0,"Denver, CO",1,1,1,1,North Park Hill,39.7524,-104.92175,Entire guesthouse,3,1.0,1 bath,,2.0,186.0,2.0,30.0,1,12,31,58,233,715,55,6,148,58,255,47430.0,2014-10-24,2026-06-28,4.85,4.91,4.83,4.96,4.94,4.91,4.8,2017-BFN-0008411,1,1,0,0,5.03,5.231108616854587,0.39766407119021135,-0.05136677100766808,0.04653275998559278,High,62.0,0,True,False,False,False,2
4294257,Full of Character AND Comfortable !,151442685,8,9,8.0,9.0,"Denver, CO",0,1,1,1,Congress Park,39.73884825718342,-104.949571507518,Entire rental unit,2,1.0,1 bath,1.0,,,29.0,730.0,1,0,0,0,0,669,23,0,0,41,255,,2014-10-29,2026-01-20,4.92,4.94,4.91,4.93,4.96,4.9,4.88,2016-BFN-0008410,1,1,0,0,4.71,,0.3720800889877642,,,High,,0,True,False,False,False,2
4384783,Sunny Condo! Close To Downtown!,9597571,12,8,12.0,8.0,"Denver, CO",0,1,1,1,Hale,39.73116,-104.93282,Entire condo,2,1.0,1 bath,1.0,1.0,69.06,29.0,1125.0,1,0,0,0,146,39,1,0,61,1,58,4005.0,2015-07-05,2026-05-12,4.9,4.95,4.95,5.0,5.0,4.74,4.85,not listed,1,1,0,0,0.29,4.249352017769341,0.021690767519466074,-0.11807799149594922,-1.216030415213793,Medium,34.53,0,True,False,False,False,1
4416289,CHERRY CREEK NORTH! Long-Term Only (30+Days),22922907,11,8,11.0,6.0,"Westminster, CO",0,1,1,1,Cherry Creek,39.72322,-104.95696,Entire home,4,2.5,2.5 baths,2.0,2.0,332.88,30.0,1125.0,1,0,27,57,332,12,0,0,152,0,0,0.0,2015-01-01,2022-09-10,4.75,4.83,4.5,5.0,5.0,5.0,4.75,not listed,1,1,0,0,0.09,5.8107816469825355,0.006674082313681868,0.032424438717992374,0.7920065588658012,Medium,83.22,1,True,False,False,False,1
4545539,Stylish Apt • Desk & Parking • Walk to SoBo Dining,23466084,11,7,11.0,7.0,"Denver, CO",1,1,1,1,Baker,39.7177734375,-104.9898910522461,Entire rental unit,2,1.0,1 bath,1.0,1.0,192.0,1.0,120.0,1,18,40,69,249,594,40,3,164,47,255,48960.0,2014-11-27,2026-06-23,4.85,4.9,4.87,4.92,4.92,4.93,4.83,2017-BFN-0001958,1,1,0,0,4.21,5.262690188904886,0.3303670745272525,-0.04794392747312313,0.08714743975730588,High,96.0,0,True,False,False,False,2
4556950,☀░ Downtown High Rise SPIRE - Furnished 1br ☀,23623049,11,7,8.0,5.0,"Windsor, CO",1,2,1,1,CBD,39.74563,-104.99452,Entire condo,2,1.0,1 bath,1.0,,43.43,60.0,1125.0,1,0,0,0,275,8,1,0,93,1,120,5212.0,2018-04-07,2025-09-06,4.88,5.0,4.75,4.75,5.0,5.0,4.88,not listed,1,1,0,0,0.08,3.7939149169478172,0.004449388209121246,-0.13269923812768042,-1.801733748048632,Low,21.715,1,True,False,False,False,0
4556956,Exceptional Loft Living,7447790,12,11,12.0,5.0,"Denver, CO",0,1,1,1,Union Station,39.75695,-105.00419,Entire loft,2,1.0,1 bath,1.0,1.0,148.43,30.0,64.0,1,0,1,19,199,1,0,0,114,0,0,0.0,2021-07-02,2021-07-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.02,5.006828055753302,0.0005561735261401557,-0.07279947627314373,-0.24189756747375993,Low,74.215,1,True,False,False,False,0
1288109,Downtown Studio w/Great Location: Brooks Tower 4M,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,,1.0,64.43,30.0,1125.0,1,0,15,45,320,7,1,0,140,1,60,3866.0,2013-10-06,2025-08-18,4.29,4.86,4.29,4.71,4.71,4.86,3.86,not listed,29,29,0,0,0.05,4.180980868881647,0.00389321468298109,-0.12071928575677307,-1.303957397229608,Low,32.215,1,True,False,False,False,0
1288126,Spacious Studio! Brooks Tower 6B,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,,1.0,64.63,30.0,1125.0,1,0,12,42,317,11,1,0,137,1,60,3878.0,2013-11-26,2025-08-17,4.91,5.0,4.73,5.0,5.0,5.0,5.0,not listed,29,29,0,0,0.07,4.184032908485631,0.006117908787541713,-0.12060519097228825,-1.3000323991019354,Medium,32.315,1,True,False,False,False,1
1291679,Sunny Balcony! Downtown 2x2 Brooks Tower 5C,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,4,2.0,2 baths,2.0,2.0,121.47,30.0,1125.0,1,20,23,23,203,6,1,0,23,1,60,7288.0,2013-08-12,2025-08-20,4.5,4.67,4.83,4.5,4.5,4.83,4.67,not listed,29,29,0,0,0.04,4.807866102033196,0.003337041156840934,-0.08817945322169905,-0.49776754203444895,Low,30.3675,1,True,False,False,False,0
1311993,Downtown Apt - Clean & Convenient! Brooks Tower 5I,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,,1.0,89.57,30.0,1125.0,1,0,12,15,60,12,1,0,15,1,60,5374.0,2013-10-04,2025-08-03,4.92,5.0,4.75,5.0,5.0,4.83,4.83,not listed,29,29,0,0,0.08,4.506123032386857,0.006674082313681868,-0.10637757134702973,-0.8858165640242782,Medium,44.785,1,True,False,False,False,1
1313699,"Platt Park Urban Getaway: entire house, families!",7138728,13,0,13.0,0.0,"Denver, CO",0,1,1,1,Platt Park,39.68332,-104.97382,Entire home,10,1.0,2.5 baths,4.0,,,29.0,365.0,1,0,0,0,0,31,0,0,0,0,0,,2013-07-17,2024-08-03,4.77,4.77,4.77,5.0,4.97,4.97,4.94,2021-BFN-0003953,1,1,0,0,0.2,,0.017241379310344827,,,Medium,,0,True,False,False,False,1
1315790,Downtown 2x2 w/sunny exposure! Brooks Tower 6L,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,4,2.0,2 baths,2.0,2.0,96.05,30.0,1125.0,1,0,0,0,116,14,0,0,40,0,0,0.0,2013-07-22,2024-08-26,4.86,5.0,4.71,5.0,5.0,5.0,4.85,not listed,29,29,0,0,0.09,4.57522630961502,0.00778642936596218,-0.10268090032972116,-0.7969480469242507,Medium,24.0125,1,True,False,False,False,1
1315816,Downtown 2x2 w/rooftop pool! Brooks Tower 4L,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,4,2.0,2 baths,2.0,2.0,,30.0,1125.0,1,0,12,15,60,7,0,0,15,0,0,,2014-07-12,2023-07-15,4.71,5.0,4.86,5.0,5.0,5.0,4.86,not listed,29,29,0,0,0.05,,0.00389321468298109,,,Low,,1,True,False,False,False,0
1315839,Spacious 2x2 close to everything! Brooks Tower 4C,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,4,2.0,2 baths,2.0,2.0,89.0,30.0,1125.0,1,0,5,5,36,3,1,0,5,1,60,5340.0,2015-10-14,2025-11-02,5.0,5.0,5.0,5.0,5.0,5.0,4.33,not listed,29,29,0,0,0.02,4.499809670330265,0.001668520578420467,-0.10670274148281149,-0.8939357031793208,Low,22.25,1,True,False,False,False,0
1339519,Spacious One Bedroom w/Balcony: Brooks Tower 4A,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,58.26,30.0,1125.0,1,0,17,17,74,7,0,0,17,0,0,0.0,2013-07-27,2021-10-01,4.71,4.71,5.0,5.0,5.0,4.71,4.71,not listed,29,29,0,0,0.04,4.081934542145419,0.00389321468298109,-0.12423910985813014,-1.4313334137416909,Low,29.13,1,True,False,False,False,0
4574082,Entire cozy home/PET friendly!,8264792,12,10,11.0,9.0,"Denver, CO",1,1,1,1,Hilltop,39.72216,-104.90396,Entire home,4,1.0,1 bath,2.0,2.0,328.33,3.0,1125.0,1,4,7,31,285,194,13,1,105,14,91,29878.0,2015-01-02,2026-06-02,4.94,4.97,4.95,4.98,4.97,4.94,4.84,2017-BFN-0007462,1,1,0,0,1.39,5.797060287571046,0.10789766407119021,0.029828782370962443,0.7743605525921854,High,82.0825,0,True,False,False,False,2
4581251,Cozy Cap Hill condo *min 30 day or longer stay,23747225,11,7,10.0,11.0,"Denver, CO",1,1,1,1,Capitol Hill,39.73483,-104.9757,Entire condo,1,1.0,1 bath,1.0,1.0,89.21,30.0,1125.0,1,0,0,30,276,41,6,0,125,7,255,22749.0,2015-08-22,2026-05-10,4.78,4.85,4.85,4.85,4.93,4.88,4.83,not listed,1,1,0,0,0.31,4.502140285668547,0.022803114571746386,-0.10658294195910242,-0.8909384744319797,Medium,89.21,1,True,False,False,False,1
4617226,Warm & inviting home in a great location - 2B/2B,3807039,13,8,6.0,5.0,"Denver, CO",1,2,1,1,Washington Virginia Vale,39.70648,-104.9293,Private room in townhouse,4,2.5,2.5 baths,2.0,2.0,198.0,3.0,1125.0,1,8,31,56,56,132,12,2,56,14,84,16632.0,2020-02-09,2026-06-29,4.97,4.98,4.96,5.0,4.99,4.98,4.95,2019-BFN-0010723,2,0,2,0,1.7,5.293304824724492,0.07341490545050056,-0.044521083938578176,0.12651861571272127,High,49.5,0,False,False,True,False,2
4637460,Charming Victorian in Curtis Park,10843433,12,6,11.0,6.0,"Denver, CO",1,1,1,1,Five Points,39.75415,-104.98173,Entire condo,2,1.5,1.5 baths,1.0,1.0,248.21,2.0,90.0,1,6,18,27,197,126,31,3,112,38,217,53862.0,2015-01-03,2026-06-27,4.84,4.87,4.89,4.86,4.92,4.79,4.72,2017-BFN-0002639,1,1,0,0,0.9,5.51829591451909,0.07007786429365963,-0.015877588293661152,0.41586270057786606,High,124.105,0,True,False,False,False,2
4638352,Cozy Studio in BEST Neighborhood: Berkeley,11850286,12,4,11.0,7.0,"Denver, CO",1,1,1,1,West Highland,39.76902,-105.04846,Entire guest suite,2,1.0,1 bath,1.0,,167.0,2.0,1125.0,1,8,8,9,9,599,51,5,9,45,255,42585.0,2015-03-08,2026-06-26,4.92,4.92,4.94,4.97,4.98,4.95,4.92,2016-BFN-0007165,1,1,0,0,4.35,5.123963979403259,0.3331479421579533,-0.0622057755337271,-0.09125788363440461,High,83.5,0,True,False,False,False,2
4671545,"4 Walk out balcony 5% off 6 Mo stay, no smoking",4087056,13,7,13.0,7.0,"Denver, CO",1,5,1,1,City Park West,39.74245,-104.9681,Entire rental unit,1,1.0,1 bath,,1.0,66.15,29.0,365.0,1,0,0,26,301,52,2,0,121,2,116,7673.0,2015-03-26,2026-02-15,4.81,4.9,4.94,4.85,4.77,4.87,4.65,not listed,5,5,0,0,0.38,4.206928922969246,0.028921023359288096,-0.11973807061020351,-1.2705875603580152,High,66.15,0,True,False,False,False,2
4692668,House in front of Washington Park + HotTub,24260044,11,7,4.0,8.0,"Denver, CO",1,6,1,1,Washington Park,39.70212,-104.97209,Entire home,6,3.5,3.5 baths,3.0,4.0,598.0,1.0,1125.0,1,8,22,34,118,126,45,2,118,34,255,152490.0,2021-11-06,2026-06-15,5.0,4.96,4.94,4.99,5.0,4.98,4.9,2021-BFN-0008287,1,1,0,0,2.23,6.395261598115449,0.07007786429365963,0.18366848503108538,1.543662176592571,High,99.66666666666667,0,True,False,False,False,2
4727890,Denver's Santa Fe Arts District,5910663,13,2,12.0,11.0,"Denver, CO",0,2,1,1,Lincoln Park,39.72644,-104.9963,Entire home,3,1.0,1 bath,2.0,3.0,101.06,30.0,1125.0,1,5,35,65,245,74,1,0,160,0,60,6064.0,2015-01-24,2026-02-28,4.78,4.77,4.8,4.92,4.97,4.7,4.59,not listed,2,2,0,0,0.53,4.625560875635825,0.041156840934371525,-0.09982282597837613,-0.7322165548652975,High,33.68666666666667,1,True,False,False,False,2
1339536,Downtown Apt w/Private Balcony! Brooks Tower 6N,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,,30.0,1125.0,1,0,20,23,68,8,0,0,23,0,0,,2016-09-19,2024-07-06,4.5,4.25,4.5,4.38,4.63,4.5,4.25,not listed,29,29,0,0,0.07,,0.004449388209121246,,,Low,,1,True,False,False,False,0
1339557,Fully furnished - Urban Living - Brooks Tower 6D,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,,74.55,30.0,1125.0,1,1,1,1,32,12,1,0,1,1,60,4473.0,2013-08-12,2025-07-02,4.5,4.42,4.75,5.0,4.5,4.83,4.5,not listed,29,29,0,0,0.08,4.3247946887187485,0.006674082313681868,-0.11494608966184058,-1.119009281596604,Medium,37.275,1,True,False,False,False,1
1397309,Private balcony! Brooks Tower 6A,6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,69.23,30.0,1125.0,1,0,14,44,319,8,1,0,139,1,60,4154.0,2013-07-23,2025-08-09,4.63,5.0,5.0,4.88,4.63,5.0,4.88,not listed,29,29,0,0,0.05,4.251775570170929,0.004449388209121246,-0.1179810109291371,-1.2129136671132323,Low,34.615,1,True,False,False,False,0
4753876,RiNo Den,24532369,11,6,10.0,5.0,"Denver, CO",1,3,1,1,Five Points,39.7574,-104.98677,Entire loft,2,1.0,1 bath,,1.0,235.0,1.0,1125.0,1,2,10,24,265,726,57,4,85,74,255,59925.0,2016-01-23,2026-06-14,4.87,4.9,4.85,4.91,4.95,4.87,4.83,2017-BFN-0002322,2,2,0,0,5.71,5.4638318050256105,0.40378197997775306,-0.023413548808884296,0.34582051386828266,High,117.5,0,True,False,False,False,2
4775222,"RiNo Art,  yard,   King tempurpedic, 95 walk score",6433351,13,1,10.0,7.0,"Denver, CO",1,1,1,1,Five Points,39.76312,-104.979,Entire home,2,1.0,1 bath,1.0,1.0,211.4,4.0,1125.0,1,19,46,76,110,162,21,2,110,18,168,35515.0,2016-10-16,2026-06-08,4.88,4.94,4.85,4.93,4.96,4.99,4.79,2022-BFN-0005021,1,1,0,0,1.37,5.358471289367784,0.09010011123470522,-0.03687673337809444,0.21032429483238713,High,105.7,0,True,False,False,False,2
4951295,Urban Nest | hot tub | dog friendly | bikes & walk,3543517,13,9,10.0,9.0,"Denver, CO",1,1,1,1,City Park West,39.74205,-104.96191,Entire guest suite,3,1.0,1 bath,1.0,2.0,255.0,2.0,1125.0,1,18,44,74,164,470,49,4,164,45,255,65025.0,2015-09-21,2026-06-22,4.89,4.9,4.89,4.94,4.96,4.92,4.77,2017-BFN-0001694,1,1,0,0,3.58,5.545177444479562,0.26140155728587317,-0.012004070360401119,0.4504330104211966,High,85.0,0,True,False,False,False,2
4964614,Historic Capitol Hill Mansion,25591329,11,5,11.0,5.0,"Denver, CO",1,1,1,1,Capitol Hill,39.73377,-104.9807,Private room in home,2,1.0,1 private bath,,1.0,145.5,2.0,7.0,1,8,28,50,325,353,36,6,145,38,252,36666.0,2015-03-24,2026-06-28,4.99,4.97,4.98,4.99,4.99,4.97,4.92,2017-BFN-0000290,1,0,1,0,2.57,4.987025428457122,0.19632925472747498,-0.07447096486584652,-0.26736423407895565,High,72.75,0,False,False,True,False,2
5010213,Downtown Denver Union Station LoDo Loft Retreat,4252297,13,7,11.0,5.0,"Houston, TX",0,1,1,1,Union Station,39.75351,-105.0037,Entire rental unit,4,1.0,1 bath,1.0,2.0,96.28,29.0,1125.0,1,0,0,28,118,153,0,0,118,0,0,0.0,2015-03-14,2023-12-17,4.83,4.79,4.92,4.8,4.88,4.91,4.84,not listed,1,1,0,0,1.11,4.577593418217857,0.08509454949944383,-0.10254969132756361,-0.7939038869395612,High,24.07,0,True,False,False,False,2
5184333,2 bedroom 2 baths  Mt Views sleeps 4,10751081,12,6,11.0,10.0,"Denver, CO",0,3,1,1,Capitol Hill,39.73579,-104.98047,Entire condo,4,1.0,2 baths,2.0,,63.5,60.0,1125.0,1,0,0,29,304,14,0,0,122,0,0,0.0,2015-06-30,2022-08-13,4.71,4.64,4.29,4.79,4.86,4.93,4.64,not listed,2,2,0,0,0.1,4.1666652238017265,0.00778642936596218,-0.12124982650462754,-1.3223676695149924,Medium,15.875,1,True,False,False,False,1
5364164,*Monthly Rental* 1-Bedroom 1-Bathroom Condo,27807630,11,4,3.0,7.0,"Denver, CO",1,1,1,1,Washington Virginia Vale,39.69713,-104.92667,Entire condo,2,1.0,1 bath,1.0,,,29.0,1125.0,1,0,0,1,19,10,2,0,1,5,116,,2024-03-31,2025-12-30,4.6,4.5,4.7,4.9,4.7,4.7,4.4,not listed,1,1,0,0,0.36,,0.0055617352614015575,,,Medium,,0,True,False,False,False,1
1402409,Spacious 1928 Bungalow near Sloan's Lake.,1382900,14,7,12.0,9.0,"Denver, CO",1,1,1,1,West Colfax,39.73995,-105.04053,Entire home,8,2.0,2 baths,5.0,5.0,363.33,1.0,1125.0,1,6,9,14,148,196,15,2,67,19,105,38150.0,2013-10-07,2026-06-24,4.97,4.96,4.94,4.99,4.98,4.72,4.95,2021-BFN-0000150,1,1,0,0,1.26,5.898060050335743,0.10901001112347052,0.049795369655808004,0.9042487359661456,High,45.41625,0,True,False,False,False,2
1581384,2BR - West Highlands Sweet Retreat!,8410190,12,10,12.0,10.0,"Denver, CO",1,6,1,1,West Highland,39.76779,-105.05005,Entire rental unit,2,1.0,1 bath,2.0,2.0,112.91,29.0,1125.0,1,11,29,59,90,91,2,0,90,3,116,13098.0,2013-12-04,2025-07-31,4.65,4.84,4.75,4.82,4.84,4.78,4.66,not listed,5,5,0,0,0.59,4.735408662911821,0.05061179087875417,-0.09306270999764986,-0.5909495939698653,High,56.455,0,True,False,False,False,2
5379218,Large  Queen size Bedroom Denver DTC  I-25 / I-225,5852906,13,2,10.0,2.0,"Denver, CO",0,2,1,1,Hampden South,39.64721,-104.8867,Private room in home,1,1.0,1 shared bath,,1.0,134.65,29.0,1125.0,1,30,60,90,365,38,0,0,185,0,0,0.0,2016-06-11,2024-08-02,4.76,4.82,4.45,4.86,4.79,4.76,4.75,2018-BFN-0008538,2,0,2,0,0.31,4.910078039104941,0.021134593993325918,-0.08066060692414863,-0.3663204726357568,Medium,134.65,0,False,False,True,False,1
5508545,"Cozy 1BD-parking, yard, laundry",5124037,13,4,13.0,4.0,"Denver, CO",0,2,1,1,Montclair,39.73839,-104.91961,Entire guest suite,2,1.0,1 bath,1.0,1.0,57.52,29.0,1125.0,1,0,0,28,118,259,1,0,118,0,58,3336.0,2015-05-05,2026-04-12,4.66,4.77,4.67,4.89,4.86,4.6,4.69,2017-BFN-0000201,2,2,0,0,1.91,4.069368576151923,0.14404894327030032,-0.124661260560724,-1.4474935556128812,High,28.76,0,True,False,False,False,2
5536068,"Downtown Denver Great Price, Best Location",28706795,11,3,11.0,3.0,"Denver, CO",1,2,1,1,CBD,39.74815,-104.99489,Entire condo,2,1.0,1 bath,1.0,,29.54,31.0,365.0,1,0,5,5,110,21,2,0,20,4,124,3663.0,2015-03-18,2025-12-11,5.0,5.0,4.81,4.9,5.0,4.95,4.84,not listed,2,2,0,0,0.15,3.4190372997904865,0.01167964404894327,-0.14062312091015197,-2.283835600045699,Medium,14.77,1,True,False,False,False,1
5558992,Cozy Carriage Home Sante Fe Style!,26125748,11,5,11.0,3.0,"Denver, CO",0,2,1,1,Lincoln Park,39.72979,-104.99557,Entire guesthouse,2,1.0,1 bath,,1.0,48.64,29.0,63.0,1,0,0,0,270,168,4,0,90,6,232,11284.0,2016-08-07,2026-05-01,4.82,4.86,4.77,4.9,4.92,4.84,4.81,2019-BFN-0001582,2,2,0,0,1.39,3.9047969603364066,0.09343715239154617,-0.12972706899185055,-1.659136708310132,High,24.32,0,True,False,False,False,2
5600653,"Spacious, Sunny, Private Balcony! Brooks Tower 5N",6658113,13,1,13.0,0.0,"Denver, CO",0,33,1,1,CBD,39.74634,-104.99678,Entire condo,2,1.0,1 bath,1.0,1.0,77.12,30.0,1125.0,1,0,12,42,317,4,1,0,137,1,60,4627.0,2015-07-28,2025-07-31,5.0,5.0,4.75,5.0,5.0,4.75,5.0,not listed,29,29,0,0,0.03,4.358246106008478,0.002224694104560623,-0.11347997168121049,-1.0759899347772472,Low,38.56,1,True,False,False,False,0
