id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
808113326309550237,Modern Studio in New Townhouse,5804853,13,2,5.0,7.0,"Denver, CO",1,1,1,1,Sunnyside,39.77029644841535,-104.99905447433086,Entire home,2,1.0,1 bath,1.0,,151.21,1.0,1125.0,1,11,26,41,211,170,31,5,126,28,217,32813.0,2023-02-14,2026-06-22,4.93,4.88,4.95,4.88,4.95,4.85,4.84,2026-BFN-0004998,1,1,0,0,4.14,5.025261146291576,0.09454949944382647,-0.07121355876880456,-0.21819215888223614,High,75.605,0,True,False,False,False,2
851531913880995559,The Mile High City Loft/KingMain/DogsOK/GYM,151537577,8,9,3.0,3.0,"Greeley, CO",0,1,0,1,CBD,39.7446895,-104.9933772,Entire loft,2,1.0,1 bath,1.0,1.0,93.97,30.0,1125.0,1,30,60,90,365,3,0,0,185,0,0,0.0,2023-08-13,2024-08-26,5.0,5.0,5.0,5.0,5.0,4.67,5.0,not listed,1,1,0,0,0.09,4.553561052254861,0.001668520578420467,-0.10386748608836342,-0.8248101016836896,Low,46.985,1,True,False,False,False,0
851549860123322974,Location! Location! Location! Downtown Denver Lodo,11019055,12,5,10.0,10.0,"Denver, CO",1,1,1,1,Union Station,39.75069,-104.99662,Entire condo,4,1.0,1 bath,2.0,3.0,402.5,1.0,365.0,1,3,12,23,274,80,29,3,94,21,203,81708.0,2023-05-28,2026-06-25,4.99,5.0,4.99,5.0,5.0,4.98,4.88,2023-BFN-0006976,1,1,0,0,2.12,6.000176487710004,0.04449388209121246,0.07214083319716232,1.0355729904009265,High,100.625,0,True,False,False,False,2
852164160970400498,Walking distance to restaurants in Wash Park!,67824772,10,2,3.0,1.0,"Napa, CA",1,2,1,1,Cory - Merrill,39.69272931713326,-104.95763919720504,Entire home,6,2.0,2 baths,4.0,11.0,185.02,30.0,365.0,1,13,24,43,281,8,4,0,101,2,240,44405.0,2023-09-01,2026-05-09,5.0,5.0,4.63,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.23,5.225854194814321,0.004449388209121246,-0.051925835451643754,0.03977544378198712,Low,30.83666666666667,1,True,False,False,False,0
852237937944804381,Highlands 4 BDR Turnkey Home,3023868,13,11,13.0,11.0,"Louisville, CO",1,115,1,1,West Highland,39.76554234011544,-105.0289637437978,Entire home,6,3.0,3 baths,4.0,4.0,232.91,30.0,1125.0,1,0,0,0,91,1,1,0,0,0,60,13975.0,2026-03-31,2026-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,15,15,0,0,0.33,5.454936425989619,0.0005561735261401557,-0.02460583930675079,0.3343808372613229,Low,38.818333333333335,1,True,False,False,False,0
852854535745759941,"Colorful 2bd, Best Location!",12550575,12,4,2.0,4.0,"Denver, CO",0,1,1,1,Platt Park,39.69099685633382,-104.98012901244176,Entire home,5,1.0,1 bath,2.0,,,365.0,700.0,1,0,0,0,31,2,0,0,0,0,0,,2024-08-26,2024-09-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0022057,1,1,0,0,0.09,,0.0011123470522803114,,,Low,,1,True,False,False,False,0
853033461610377899,Historic brick bungalow,121073099,9,3,2.0,8.0,"Denver, CO",1,1,1,1,Berkeley,39.77807,-105.05071,Entire home,4,1.0,1 bath,2.0,2.0,274.0,1.0,1125.0,1,4,16,36,127,57,27,2,127,22,189,51786.0,2023-10-15,2026-06-14,4.98,4.95,4.91,4.96,4.96,4.95,4.91,2023-BFN-0035228,1,1,0,0,1.73,5.616771097666572,0.03170189098998888,-0.0011650658343420996,0.5425042123628354,High,68.5,0,True,False,False,False,2
853085938381128350,Prime Location Retreat with Hot Tub and BBQ,9834932,12,7,9.0,9.0,"Denver, CO",1,81,1,1,Regis,39.79084736238023,-105.0407538687134,Entire home,5,1.0,1 bath,3.0,3.0,475.0,1.0,1125.0,1,9,22,44,319,112,40,2,139,43,255,121125.0,2023-04-14,2026-06-07,4.84,4.81,4.72,4.98,4.92,4.84,4.64,not listed,23,23,0,0,2.86,6.16541785423142,0.06229143492769744,0.11350019257291383,1.2480774590074577,High,95.0,0,True,False,False,False,2
808150215470292539,Blue House near everything,155106984,8,8,3.0,4.0,"Denver, CO",1,1,1,1,Villa Park,39.727,-105.03844,Entire guest suite,3,1.0,1 bath,1.0,1.0,171.0,2.0,1125.0,1,24,54,84,264,150,29,3,179,37,203,34713.0,2023-02-10,2026-06-13,4.85,4.81,4.75,4.96,4.95,4.87,4.78,2022-BFN-0014460,1,1,0,0,3.64,5.147494476813453,0.08342602892102335,-0.05992387984403046,-0.060997084214348136,High,57.0,0,True,False,False,False,2
858657159120180409,Modern condo with mountain views,3397841,13,10,10.0,1.0,United States,0,3,1,1,Overland,39.68217,-104.98867,Entire rental unit,6,2.0,2 baths,2.0,4.0,152.47,30.0,365.0,1,0,27,57,332,7,0,0,152,1,0,0.0,2023-06-13,2025-04-30,5.0,4.86,5.0,5.0,5.0,4.57,4.86,not listed,2,2,0,0,0.19,5.033505108187003,0.00389321468298109,-0.07049476162655013,-0.20759022076782785,Low,25.411666666666665,1,True,False,False,False,0
853115486176206495,Modern Loft- Rooftop Deck- Skyline & Mountain View,360272923,5,10,3.0,2.0,"Denver, CO",1,1,1,1,Sunnyside,39.7757505,-105.0063243,Entire townhouse,8,2.5,2.5 baths,2.0,4.0,139.57,29.0,730.0,1,6,28,58,333,67,3,0,153,1,174,24285.0,2023-04-26,2026-05-29,4.87,4.88,4.91,4.94,4.96,4.78,4.79,2023-BFN-0009060,1,1,0,0,1.73,4.945705585343674,0.03726362625139043,-0.07785387522582178,-0.3205025703719471,High,17.44625,0,True,False,False,False,2
853449875798042077,Sweet denver cottage,36559879,11,0,11.0,0.0,"Denver, CO",0,1,1,1,South Park Hill,39.745829411711554,-104.92252075291528,Entire home,6,2.0,2 baths,3.0,3.0,335.69,29.0,365.0,1,27,57,87,362,7,0,0,182,0,0,0.0,2023-09-21,2024-11-26,4.57,4.43,4.43,4.71,4.86,4.86,4.43,2023-BFN-0015877,1,1,0,0,0.21,5.819162625696274,0.00389321468298109,0.03402747044000426,0.8027847039844133,Low,55.94833333333333,0,True,False,False,False,0
853681774545929737,Trendy RiNo Pad w/Yard by Lightrail|TVs|Storage,410417854,4,11,4.0,11.0,"Denver, CO",1,3,1,1,Cole,39.76655,-104.97031,Entire home,4,1.0,1 bath,1.0,2.0,151.22,29.0,1125.0,1,7,7,22,268,12,3,0,117,4,174,26312.0,2023-05-07,2026-04-30,5.0,5.0,5.0,5.0,5.0,4.92,4.92,not listed,3,3,0,0,0.31,5.025326842839245,0.006674082313681868,-0.07120785402958033,-0.21810767150328442,Medium,37.805,0,True,False,False,False,1
853686338952973087,Dog Friendly Parking 1bd King w Laundry,162309870,8,6,4.0,9.0,,1,7,1,1,Washington Park West,39.7098586788069,-104.98546930180564,Entire rental unit,2,1.0,1 bath,1.0,,69.5,29.0,365.0,1,0,0,27,117,9,2,0,117,5,116,8062.0,2024-03-31,2026-04-15,4.89,4.89,4.44,5.0,5.0,4.67,4.67,not listed,6,6,0,0,0.33,4.255612709818223,0.005005561735261402,-0.1178269829700826,-1.2079790109863628,Low,34.75,0,True,False,False,False,0
853771925543411596,"Nice Room Highlands 4 Remote Work, Nurse, Traveler",23034214,11,8,10.0,10.0,"Colorado, United States",0,6,1,1,Berkeley,39.77318,-105.02685,Private room in bungalow,2,1.0,1 shared bath,,1.0,73.84,30.0,90.0,1,29,59,89,89,0,0,0,89,0,0,0.0,,,,,,,,,,not listed,1,0,1,0,,4.315352501405889,0.0,-0.11535112614676174,-1.1311521671200206,Low,36.92,1,False,False,True,False,0
853907291718612926,Modern Comfort in Central Park: 4BR Home in Denver,151783060,8,9,8.0,9.0,"Surprise, AZ",0,5,1,1,Stapleton,39.7568747,-104.8890099,Entire home,7,3.0,3 baths,4.0,5.0,240.3,30.0,365.0,1,7,37,67,342,7,3,1,162,2,180,43254.0,2023-05-15,2026-05-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.18,5.4860409726309864,0.00389321468298109,-0.020390037020036247,0.374382050604074,Low,34.32857142857143,1,True,False,False,False,0
858779209508074608,*New* Spacious Modern Basement Apartment,15933305,12,1,8.0,0.0,"Denver, CO",0,2,1,1,Capitol Hill,39.73128,-104.97909,Entire rental unit,2,1.0,1 bath,1.0,,,29.0,1125.0,1,0,0,0,0,37,0,0,0,0,0,,2023-04-16,2023-11-07,4.97,4.97,5.0,4.92,4.95,4.92,4.86,2018-BFN-0004864,2,2,0,0,0.95,,0.020578420467185762,,,Medium,,0,True,False,False,False,1
859538081301579295,3BR Cottage near CityPark * Backyard BBQ * Games,56375532,10,5,8.0,10.0,"Denver, CO",0,4,1,1,Hale,39.73815,-104.93406,Entire home,6,1.0,1.5 baths,3.0,,136.52,29.0,1125.0,1,4,28,58,59,47,2,0,59,2,116,15836.0,2023-04-15,2026-01-31,4.85,4.68,4.74,4.91,4.94,4.89,4.53,2022-BFN-0017099,3,3,0,0,1.2,4.923769361074594,0.02614015572858732,-0.07959382068921546,-0.3487130952524125,Medium,22.753333333333334,0,True,False,False,False,1
859552383590324134,Shared Patio & Fire Pit: Denver Apartment,121718072,9,3,9.0,2.0,"Denver, CO",0,810,1,0,Northeast Park Hill,39.76683,-104.93143,Entire rental unit,2,1.0,1 bath,1.0,1.0,71.09,30.0,1125.0,1,0,17,47,322,10,2,0,142,3,120,8531.0,2023-05-23,2025-10-19,4.6,5.0,4.9,5.0,5.0,5.0,4.9,not listed,69,69,0,0,0.26,4.277915338416487,0.0055617352614015575,-0.11691992943342817,-1.1792972811110012,Medium,35.545,1,True,False,False,False,1
860987064624799346,Large private bd & own bathroom abt 10 mls to DIA,503623356,3,3,3.0,2.0,,1,4,1,1,Montbello,39.7802288,-104.8289425,Private room in home,2,1.0,1 private bath,,,,1.0,1125.0,1,0,0,0,0,24,2,0,0,0,14,,2023-05-11,2026-04-01,4.67,4.79,4.96,4.79,4.75,4.58,4.71,2025-BFN-0026431,4,1,3,0,0.63,,0.013348164627363737,,,Medium,,0,False,False,True,False,1
861713316149651018,Sloan's Lake Studio Cottage,41909570,10,10,5.0,7.0,"Denver, CO",1,2,1,1,Sloan Lake,39.7549,-105.0503,Entire rental unit,1,1.0,1 bath,1.0,1.0,61.88,29.0,90.0,1,0,21,51,231,10,3,0,146,3,174,10767.0,2023-07-05,2026-04-30,4.9,4.8,4.8,5.0,5.0,5.0,4.8,not listed,2,2,0,0,0.27,4.141228148120951,0.0055617352614015575,-0.12217399425895469,-1.3550803755657905,Medium,61.88,0,True,False,False,False,1
861874214056479492,West Highlands Retreat,564153297,2,4,2.0,3.0,"Denver, CO",0,1,0,1,West Highland,39.7659436,-105.046067,Entire guesthouse,2,1.0,1 bath,,,171.5,2.0,14.0,1,2,8,13,80,67,29,2,80,29,203,34815.0,2024-04-27,2026-06-24,4.99,4.99,4.97,4.94,5.0,5.0,4.96,2024-BFN-0011116,1,1,0,0,2.53,5.150397236471415,0.03726362625139043,-0.059638642882818386,-0.057264063775257584,High,85.75,0,True,False,False,False,2
862994448954640130,Trendy Denver-Fireplace/game room,34955862,11,0,9.0,4.0,"Denver, CO",1,75,1,1,Five Points,39.7501123,-104.9778108,Entire home,9,3.5,3.5 baths,4.0,5.0,,30.0,1125.0,1,4,34,38,309,33,0,0,129,5,0,,2023-05-12,2025-05-26,4.94,4.97,4.97,4.97,4.94,4.85,4.79,2023-BFN-0004379,26,26,0,0,0.86,,0.01835372636262514,,,Medium,,1,True,False,False,False,1
854244360034373969,SPIRE 2911: Balcony & VIEWS,460083844,4,1,4.0,1.0,"Denver, CO",0,33,1,1,CBD,39.744166844586104,-104.99675388800416,Entire rental unit,2,1.0,1 bath,1.0,1.0,113.97,30.0,730.0,1,0,0,0,241,5,0,0,61,2,0,0.0,2023-08-05,2025-05-03,4.8,5.0,4.8,5.0,4.8,5.0,4.4,not listed,30,30,0,0,0.14,4.744671224765649,0.0027808676307007787,-0.09245800763988024,-0.579037711212422,Low,56.985,1,True,False,False,False,0
854963237650793916,Cozy Spring Getaway in Denver w/Fast Wifi,109534927,9,5,4.0,8.0,"Denver, CO",1,6,1,1,Chaffee Park,39.79335,-105.02368,Entire rental unit,4,2.0,2 baths,2.0,2.0,319.0,2.0,90.0,1,1,6,34,309,31,4,1,129,6,28,8932.0,2023-05-15,2026-06-14,4.97,5.0,4.94,4.87,4.94,4.81,4.9,2023-BFN-0003073,6,6,0,0,0.81,5.768320995793772,0.017241379310344827,0.02450626067474505,0.7374011152804263,Medium,79.75,0,True,False,False,False,1
855142734203516176,Modern Townhome | Close to DU | Walk to Wash Park,506476621,3,3,3.0,2.0,"Denver, CO",1,1,1,1,University,39.6828439,-104.96555,Entire home,4,2.5,2.5 baths,2.0,2.0,642.5,2.0,1125.0,1,0,21,47,318,34,11,1,142,7,77,49473.0,2023-05-29,2026-06-14,4.97,4.97,4.97,4.97,5.0,4.94,4.91,2023-BFN-0010565,1,1,0,0,0.9,6.466922027036182,0.018909899888765295,0.20905457457896046,1.6358192537730154,Medium,160.625,0,True,False,False,False,1
855327275561281832,Conveniently located in the Heart of LoHi,125178529,9,2,3.0,1.0,"Waimea, HI",1,1,1,1,Highland,39.762229,-105.0149835,Entire townhouse,6,4.5,4.5 baths,3.0,3.0,793.6,2.0,365.0,1,15,33,51,319,107,28,2,139,39,196,155546.0,2023-05-17,2026-06-24,4.98,4.99,4.98,4.98,4.99,5.0,4.92,2023-BFN-0014796,1,1,0,0,2.81,6.677838843380498,0.059510567296996664,0.2952531842572509,1.9070634762154701,High,132.26666666666668,0,True,False,False,False,2
855947490639190321,The Penn Pad,29181761,11,3,6.0,3.0,"Denver, CO",1,2,1,1,Capitol Hill,39.73729,-104.98151,Entire condo,3,1.0,1 bath,1.0,1.0,302.41,1.0,30.0,1,10,19,38,287,155,51,5,109,53,255,77115.0,2023-07-03,2026-06-20,4.98,4.95,4.96,4.99,5.0,4.88,4.93,2023-BFN-0012051,1,1,0,0,4.25,5.715085026160327,0.08620689655172414,0.015042098301728268,0.6689383466900788,High,100.80333333333334,0,True,False,False,False,2
856533921477060579,2 Bd MidMod Inspired Luxury Guesthouse-Sloans Lake,117465438,9,4,2.0,7.0,"Denver, CO",1,1,1,1,Sloan Lake,39.75157,-105.03621,Entire guesthouse,4,1.0,1 bath,2.0,2.0,282.0,2.0,365.0,1,9,23,53,57,165,61,5,57,61,255,71910.0,2023-11-24,2026-06-23,5.0,5.0,5.0,4.98,5.0,4.98,4.96,2023-BFN-0033220,1,1,0,0,5.21,5.645446897643238,0.0917686318131257,0.0033987255450511713,0.5793819976546847,High,70.5,0,True,False,False,False,2
856552178946054618,"Modern, Cozy 2BR Home | Near Downtown Denver",37078301,11,0,3.0,3.0,"Denver, CO",1,2,1,1,Baker,39.716963726400635,-104.9936962322743,Entire home,4,1.5,1.5 baths,2.0,2.0,379.0,2.0,365.0,1,11,33,34,275,87,24,5,95,25,168,63672.0,2023-03-31,2026-06-25,4.99,4.97,5.0,4.98,5.0,4.78,4.92,2021-BFN-0007660,2,2,0,0,2.2,5.940171252720432,0.04838709677419355,0.058734696020194585,0.9584047797796693,High,94.75,0,True,False,False,False,2
856786943758167719,April - Private Basement Rental,3335090,13,10,10.0,8.0,"Dillon, CO",0,2,1,1,Regis,39.78505848824026,-105.04063243995822,Entire home,1,1.0,1 bath,1.0,,,30.0,365.0,1,0,0,0,0,1,0,0,0,0,0,,2023-07-29,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.03,,0.0005561735261401557,,,Low,,1,True,False,False,False,0
857969042595986908,LoHi Modern Studio Livin' {Denver/Lower Highlands},22044505,11,8,8.0,5.0,"Denver, CO",1,2,1,1,Highland,39.75949019999999,-105.0133004,Entire guesthouse,2,1.0,1 bath,,2.0,70.21,29.0,180.0,1,0,7,37,217,10,5,0,132,6,255,17904.0,2024-01-07,2026-04-11,5.0,4.9,5.0,5.0,5.0,5.0,4.6,not listed,2,2,0,0,0.33,4.2656332579940335,0.0055617352614015575,-0.11742194648516145,-1.195092339143385,Medium,35.105,0,True,False,False,False,1
863011266082924786,Modern Regis Bungalow,21187175,11,9,3.0,0.0,"Newtown, CT",0,1,1,1,Regis,39.78496793819096,-105.03444817230086,Entire home,5,1.0,2 baths,2.0,,,29.0,365.0,1,0,0,0,0,36,0,0,0,0,0,,2023-06-20,2024-11-03,4.92,4.94,4.89,4.94,4.92,4.92,4.92,2023-BFN-0017731,1,1,0,0,0.97,,0.020022246941045607,,,Medium,,0,True,False,False,False,1
864056343393444962,Walk to Coors Field/RiNo’s Best Bars & Restaurants,11004312,12,5,3.0,2.0,"Denver, CO",1,3,1,1,Five Points,39.7539218,-104.9857545,Entire townhouse,6,2.5,2.5 baths,2.0,3.0,,2.0,1125.0,1,16,33,63,338,41,14,1,158,14,98,,2023-08-23,2026-06-24,5.0,4.98,4.9,5.0,5.0,4.76,4.98,2020-BFN-0001993,3,3,0,0,1.18,,0.022803114571746386,,,Medium,,0,True,False,False,False,1
864078557262935096,Walk to Coors Field & RiNo’s Best Bars/Restaurants,11004312,12,5,3.0,2.0,"Denver, CO",1,3,1,1,Five Points,39.7539218,-104.9857545,Entire home,14,4.5,4.5 baths,4.0,7.0,696.0,2.0,1125.0,1,16,33,56,82,31,9,1,79,15,63,43848.0,2023-07-09,2026-06-21,5.0,4.94,4.97,5.0,5.0,4.39,4.81,2020-BFN-0001993,3,3,0,0,0.85,6.546785410760524,0.017241379310344827,0.23957492942865294,1.7385255329374476,Medium,49.714285714285715,0,True,False,False,False,1
858194822921112637,Apartment in rino,257600085,7,2,1.0,10.0,"Oliver, WI",0,1,1,1,Windsor,39.70422,-104.87119,Entire rental unit,3,1.0,1 bath,,1.0,75.22,29.0,365.0,1,30,60,90,365,0,0,0,185,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,4.333623895445714,0.0,-0.1145638721338164,-1.1076547042094225,Low,25.073333333333334,0,True,False,False,False,0
858645065833380295,New + Walkable Guest Suite!,13007503,12,3,3.0,0.0,"Denver, CO",1,1,1,1,Congress Park,39.72852,-104.94416,Entire guesthouse,2,1.0,1 bath,1.0,1.0,220.5,1.0,5.0,1,8,12,39,104,68,20,2,104,20,140,30870.0,2023-07-03,2026-06-25,5.0,5.0,4.97,5.0,5.0,4.99,4.94,2023-BFN-0015402,1,1,0,0,1.86,5.40042258948519,0.03781979977753059,-0.0316854206840346,0.264274700390472,High,110.25,0,True,False,False,False,2
878549460781652499,Luxury In Lynwood,511962964,3,2,3.0,0.0,"Denver, CO",1,1,1,1,Virginia Village,39.68280427941285,-104.92114028568416,Entire guesthouse,3,1.0,1 bath,1.0,2.0,137.0,2.0,730.0,1,10,40,64,339,140,25,3,159,37,175,23975.0,2023-06-23,2026-06-13,4.91,4.89,4.91,4.93,4.93,4.84,4.74,2023-BFN-0019815,1,1,0,0,3.8,4.927253685157205,0.0778642936596218,-0.07931999320645186,-0.34423216863448736,High,45.666666666666664,0,True,False,False,False,2
879003853440822388,Historic Manor of Magic LOHI Retreat w/ Hot Tub,11315134,12,5,7.0,8.0,"Denver, CO",0,3,1,1,Highland,39.76572245408181,-105.0141031472296,Entire home,12,3.5,3.5 baths,4.0,6.0,756.33,3.0,14.0,1,29,59,89,364,3,0,0,184,1,0,0.0,2023-07-12,2025-06-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0018121,2,2,0,0,0.08,6.629799089754796,0.001668520578420467,0.27399162116850245,1.8452831694368073,Low,63.0275,0,True,False,False,False,0
879274086616445499,KING w/EnSuite Bath; Near Park w/Lake (Stu:Gar),14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Mar Lee,39.68758030032005,-105.04433722182226,Private room in home,2,1.0,1 private bath,,1.0,59.74,29.0,1125.0,1,0,0,0,242,7,1,0,62,2,58,3465.0,2023-08-18,2025-08-27,5.0,5.0,5.0,4.86,5.0,5.0,5.0,not listed,27,9,18,0,0.2,4.106602459617603,0.00389321468298109,-0.12339480845294237,-1.3996098640978618,Low,29.87,0,False,False,True,False,0
880338037880522754,Kaitlin Ziesmer Art Suite 207,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.733380544641285,-104.98793640513782,Entire rental unit,2,1.0,1 bath,1.0,1.0,256.0,1.0,365.0,1,8,20,40,295,24,6,2,117,5,42,10752.0,2023-05-15,2026-06-12,5.0,5.0,5.0,5.0,5.0,4.96,4.92,2023-BFN-0005457,28,28,0,0,0.63,5.54907608489522,0.013348164627363737,-0.01143359643797696,0.45544675805145435,Medium,128.0,0,True,False,False,False,1
864490069743790732,"City views, quiet street",160494969,8,7,5.0,1.0,"Denver, CO",1,3,1,1,Skyland,39.75531680318896,-104.95656095984816,Entire home,5,1.0,1 bath,2.0,,,29.0,1125.0,1,0,0,0,0,58,1,0,0,2,58,,2023-05-11,2025-07-06,4.91,4.91,4.78,4.93,4.93,4.91,4.83,2023-BFN-0013811,2,2,0,0,1.51,,0.03225806451612903,,,High,,0,True,False,False,False,2
864568420011760648,Skyline- Modern | Pvt Bath | Great Location,32462499,11,1,7.0,6.0,"Denver, CO",1,5,1,1,Stapleton,39.8107619,-104.876101,Private room in townhouse,1,1.5,1.5 baths,,1.0,51.07,29.0,1125.0,1,4,34,64,244,17,4,1,159,3,232,11848.0,2023-05-30,2026-05-31,4.94,4.82,4.94,4.76,4.94,4.88,4.76,not listed,5,1,4,0,0.45,3.952588967174808,0.009454949944382647,-0.12834081736035985,-1.597675010003989,Medium,51.07,0,False,False,True,False,1
865597193440851235,1 Bedroom in a Nice Neighborhood,236178038,7,5,3.0,2.0,"Denver, CO",0,1,1,1,DIA,39.84741688360051,-104.67381700873376,Private room in home,1,1.0,1 shared bath,,1.0,,29.0,1125.0,,30,60,90,365,0,0,0,185,0,0,,,,,,,,,,,not listed,1,0,1,0,,,0.0,,,Low,,0,False,False,True,False,0
880438828062761690,Just Create It Art Suite 205,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73306,-104.98963,Entire rental unit,2,1.0,1 bath,1.0,1.0,180.0,1.0,365.0,1,8,18,32,259,66,15,0,85,15,105,18900.0,2023-05-14,2026-05-21,4.92,4.89,4.88,4.94,4.95,4.89,4.79,2023-BFN-0005457,28,28,0,0,1.73,5.198497031265826,0.03670745272525028,-0.05478961454221303,0.004593457425674713,High,90.0,0,True,False,False,False,2
882045335944679199,Joon Art Suite 201,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.7339505144656,-104.9896044019106,Entire rental unit,2,1.0,1 bath,1.0,1.0,294.0,1.0,1125.0,1,10,23,42,290,23,7,0,116,8,49,14406.0,2023-05-14,2026-03-21,4.87,4.96,4.96,5.0,5.0,4.78,4.83,2023-BFN-0005457,28,28,0,0,0.6,5.68697535633982,0.012791991101223582,0.010244412614141078,0.6327886187275124,Medium,147.0,0,True,False,False,False,1
882045440722541272,Neon Swan Art Suite 206,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73363,-104.98769,Entire rental unit,2,1.0,1 bath,1.0,1.0,249.0,1.0,365.0,1,5,20,43,291,38,6,0,115,6,42,10458.0,2023-05-12,2026-05-30,4.97,4.95,4.97,5.0,5.0,4.87,4.92,2023-BFN-0005457,28,28,0,0,0.99,5.521460917862246,0.021134593993325918,-0.01542691389494607,0.4199329728573446,Medium,124.5,0,True,False,False,False,1
882866704750378491,"Loft in W. Highlands - 1 Br, 1.5 Bath, & Garage",103003952,9,7,3.0,1.0,"Denver, CO",0,1,1,1,West Highland,39.76289,-105.03539,Entire rental unit,2,1.5,1.5 baths,1.0,2.0,108.07,29.0,365.0,1,0,28,31,272,4,0,0,92,0,0,0.0,2023-08-01,2024-07-30,5.0,4.75,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.11,4.691989877940651,0.002224694104560623,-0.09582380378218279,-0.6467872212061653,Low,54.035,0,True,False,False,False,0
883346052692873707,"Chic 1 bd w/ outdoor space, close to restaurants",407102630,5,0,3.0,1.0,,0,1,0,1,Berkeley,39.77816425091077,-105.03126172233569,Entire home,2,1.0,1 bath,1.0,1.0,,30.0,120.0,1,20,50,80,355,0,0,0,175,0,0,,,,,,,,,,,not listed,1,1,0,0,,,0.0,,,Low,,1,True,False,False,False,0
883584594742599691,301J-Cozy Denver one bedroom,452537929,4,2,4.0,1.0,,0,44,1,1,Hale,39.731395656269065,-104.93145551490171,Entire rental unit,2,1.0,1 bath,1.0,1.0,69.7,30.0,1125.0,1,1,1,1,141,5,1,0,56,1,60,4182.0,2023-08-01,2025-10-01,3.8,4.0,4.0,4.4,4.4,4.2,4.4,not listed,15,15,0,0,0.14,4.258445572902527,0.0027808676307007787,-0.11771288818559776,-1.2043358792631265,Low,34.85,1,True,False,False,False,0
884172077474253031,Family Home With Expansive Remodeled Spaces,5335207,13,3,3.0,1.0,"Denver, CO",0,1,1,1,North Park Hill,39.754171400575494,-104.91441835265204,Entire home,7,3.0,3 baths,4.0,5.0,453.0,2.0,365.0,1,1,1,1,201,27,8,2,51,6,56,25368.0,2023-10-02,2026-06-14,5.0,4.96,4.96,5.0,5.0,4.96,4.96,2023-BFN-0031622,1,1,0,0,0.81,6.118097198041348,0.015016685205784204,0.10094976627958234,1.1872219292483261,Medium,64.71428571428571,0,True,False,False,False,1
866571614769118693,Stylish Vintage Home - City Park,497792807,3,5,3.0,4.0,,0,1,0,1,Whittier,39.75763021527443,-104.96974988836058,Entire home,8,3.0,3 baths,3.0,4.0,180.96,29.0,365.0,1,0,0,15,285,0,0,0,110,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.203786882701803,0.0,-0.05424195957668584,0.011396336705083996,Low,22.62,0,True,False,False,False,0
866571663171913828,2 BR Sloan Lake Oasis,1604631,14,5,14.0,5.0,,0,2,1,1,Sloan Lake,39.7528779,-105.0366469,Entire rental unit,4,1.0,1 bath,2.0,2.0,132.2,30.0,365.0,1,3,33,63,309,7,2,0,158,3,120,15864.0,2023-06-13,2026-02-28,5.0,5.0,4.71,5.0,4.86,5.0,5.0,not listed,2,2,0,0,0.19,4.891851758106289,0.00389321468298109,-0.08205826803408783,-0.38975991906389984,Low,33.05,1,True,False,False,False,0
866806008900177770,Dog Friendly 2bd in Trendy Capital Hill Area,162309870,8,6,4.0,9.0,,1,7,1,1,Capitol Hill,39.73449,-104.97774,Entire rental unit,4,1.0,1 bath,2.0,2.0,78.12,29.0,365.0,1,0,29,59,149,9,3,0,149,3,174,13593.0,2023-05-15,2026-01-10,5.0,4.78,4.67,4.89,5.0,4.78,4.78,not listed,6,6,0,0,0.24,4.370965687314457,0.005005561735261402,-0.11290949775878634,-1.0596322398293887,Low,19.53,0,True,False,False,False,0
